0.43 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1967 -15.1967 -15.1869 -15.1869 -10.3013 -10.3013 -6.4898 -6.4898 -2.5014 -2.5014 2.8841 2.8841 3.6854 3.6854 4.0536 4.0536 5.6945 5.6945 5.7321 5.7321 6.4588 6.4588 11.0299 11.0299 11.7806 11.7806 12.195 12.195 15.7565 15.7565 16.5013 16.5013 18.7361 18.7361 19.6083 19.6083 20.1759 20.1759 21.2773 
0.44 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1967 -15.1967 -15.1869 -15.1869 -10.3013 -10.3013 -6.49 -6.49 -2.5012 -2.5012 2.8892 2.8892 3.6855 3.6855 4.0435 4.0435 5.6942 5.6942 5.7372 5.7372 6.4595 6.4595 11.0247 11.0247 11.7818 11.7818 12.1903 12.1903 15.781 15.781 16.5138 16.5138 18.7217 18.7217 19.5999 19.5999 20.1875 20.1875 21.2527 
0.45 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1967 -15.1967 -15.1869 -15.1869 -10.3013 -10.3013 -6.4901 -6.4901 -2.501 -2.501 2.8958 2.8958 3.6857 3.6857 4.031 4.031 5.6938 5.6938 5.7434 5.7434 6.4604 6.4604 11.0181 11.0181 11.7834 11.7834 12.1845 12.1845 15.8115 15.8115 16.5298 16.5298 18.7042 18.7042 19.5887 19.5887 20.2015 20.2015 21.2204 
0.46 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.3012 -10.3012 -6.4903 -6.4903 -2.5007 -2.5007 2.9036 2.9036 3.6858 3.6858 4.0163 4.0163 5.6934 5.6934 5.7506 5.7506 6.4614 6.4614 11.0105 11.0105 11.7852 11.7852 12.1778 12.1778 15.8473 15.8473 16.5493 16.5493 18.6841 18.6841 19.5745 19.5745 20.2174 20.2174 21.1801 
0.47 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.3012 -10.3012 -6.4905 -6.4905 -2.5004 -2.5004 2.9126 2.9126 3.686 3.686 3.9996 3.9996 5.6929 5.6929 5.7586 5.7586 6.4627 6.4627 11.002 11.002 11.7872 11.7872 12.1704 12.1704 15.8875 15.8875 16.5721 16.5721 18.6622 18.6622 19.5571 19.5571 20.2346 20.2346 21.1316 
0.48 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.3012 -10.3012 -6.4908 -6.4908 -2.5 -2.5 2.9225 2.9225 3.6862 3.6862 3.9815 3.9815 5.6924 5.6924 5.7671 5.7671 6.464 6.464 10.9927 10.9927 11.7894 11.7894 12.1625 12.1625 15.931 15.931 16.5983 16.5983 18.6391 18.6391 19.5362 19.5362 20.2526 20.2526 21.0754 
0.49 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.3011 -10.3011 -6.491 -6.491 -2.4997 -2.4997 2.9333 2.9333 3.6864 3.6864 3.9622 3.9622 5.6918 5.6918 5.7758 5.7758 6.4655 6.4655 10.983 10.983 11.7917 11.7917 12.1543 12.1543 15.9768 15.9768 16.6276 16.6276 18.6154 18.6154 19.5117 19.5117 20.2708 20.2708 21.0125 
0.5 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.3011 -10.3011 -6.4913 -6.4913 -2.4993 -2.4993 2.9448 2.9448 3.6866 3.6866 3.9422 3.9422 5.6913 5.6913 5.7846 5.7846 6.4671 6.4671 10.9731 10.9731 11.7941 11.7941 12.1461 12.1461 16.0234 16.0234 16.66 16.66 18.5918 18.5918 19.4832 19.4832 20.2888 20.2888 20.945 
0.51 -15.3649 -15.3649 -15.2476 -15.2476 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.3011 -10.3011 -6.4915 -6.4915 -2.4989 -2.4989 2.9566 2.9566 3.6868 3.6868 3.9219 3.9219 5.6907 5.6907 5.7932 5.7932 6.4688 6.4688 10.9631 10.9631 11.7965 11.7965 12.138 12.138 16.0697 16.0697 16.6952 16.6952 18.5687 18.5687 19.4511 19.4511 20.3062 20.3062 20.8755 
0.52 -15.3649 -15.3649 -15.2476 -15.2476 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.301 -10.301 -6.4918 -6.4918 -2.4986 -2.4986 2.9686 2.9686 3.687 3.687 3.9018 3.9018 5.6902 5.6902 5.8014 5.8014 6.4704 6.4704 10.9535 10.9535 11.7988 11.7988 12.1302 12.1302 16.1142 16.1142 16.7326 16.7326 18.5467 18.5467 19.4155 19.4155 20.3225 20.3225 20.8069 
0.53 -15.3649 -15.3649 -15.2476 -15.2476 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.301 -10.301 -6.492 -6.492 -2.4982 -2.4982 2.9803 2.9803 3.6871 3.6871 3.8824 3.8824 5.6896 5.6896 5.8091 5.8091 6.472 6.472 10.9443 10.9443 11.801 11.801 12.1229 12.1229 16.1558 16.1558 16.7716 16.7716 18.5263 18.5263 19.3772 19.3772 20.3376 20.3376 20.7419 
0.54 -15.3649 -15.3649 -15.2476 -15.2476 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.301 -10.301 -6.4922 -6.4922 -2.4979 -2.4979 2.9916 2.9916 3.6873 3.6873 3.8642 3.8642 5.6891 5.6891 5.8161 5.8161 6.4736 6.4736 10.9359 10.9359 11.803 11.803 12.1163 12.1163 16.1934 16.1934 16.811 16.811 18.5078 18.5078 19.3374 19.3374 20.351 20.351 20.6828 
0.55 -15.3649 -15.3649 -15.2476 -15.2476 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.3009 -10.3009 -6.4924 -6.4924 -2.4976 -2.4976 3.002 3.002 3.6875 3.6875 3.8477 3.8477 5.6887 5.6887 5.8222 5.8222 6.475 6.475 10.9283 10.9283 11.8049 11.8049 12.1104 12.1104 16.2262 16.2262 16.8494 16.8494 18.4916 18.4916 19.2978 19.2978 20.3627 20.3627 20.6313 
0.56 -15.3649 -15.3649 -15.2476 -15.2476 -15.2425 -15.2425 -15.1966 -15.1966 -15.1869 -15.1869 -10.3009 -10.3009 -6.4926 -6.4926 -2.4974 -2.4974 3.0112 3.0112 3.6876 3.6876 3.8333 3.8333 5.6883 5.6883 5.8274 5.8274 6.4762 6.4762 10.9219 10.9219 11.8064 11.8064 12.1055 12.1055 16.2536 16.2536 16.8849 16.8849 18.478 18.478 19.2606 19.2606 20.3725 20.3725 20.5885 
